1,500_unknown_error,Algo salió mal. Inténtalo de nuevo.
1,200_invalid_datetime,"Proporcione una fecha, hora y zona horaria válidas."
1,200_invalid_sortby,Criterios de clasificación no encontrados.
1,200_checkinTimestamp_blank,Proporcione la hora de registro.
1,200_cat_blank,Proporcionar una categoría.
1,200_invalid_category,Categoría no encontrada.
1,200_invalid_timestamp,La marca de tiempo no es válida.
1,200_no_product_found,Ningún producto fue encontrado.
1,200_invalid_quantity,Cantidad Inválida
1,200_product_added_successfully,Producto agregado con exito
1,200_enter_quantity_first,"Por favor, ingrese la cantidad primero."
1,200_error_in_adding_products,Error al agregar productos
1,200_no_size_available,Tamaño no disponible
1,200_no_shipping_address_available,No hay dirección de envío disponible
1,200_enter_valid_quantity,"Por favor, ingrese la cantidad válida"
1,200_credit_limit_exceed,Ha excedido límite de crédito
1,200_empty_cart,Vaciar Carro
1,200_cart_already_sync,El carrito ya se ha sincronizado
1,200_blank_cart_operation,La operación del carrito está en blanco
1,200_invalid_cart_operation,La operación del carrito no es válida
1,200_memo_not_found,Nota no encontrada en el archivo de cuentas por cobrar abierto
1,200_invoice_not_Found,La factura no se puede encontrar en el archivo abierto de cuentas por cobrar
1,200_no_invoices,No se encontraron facturas
1,200_verify_entry ,"Por favor, verifica la entrada cancel-layaway"
1,200_order_not_available,"La orden no está disponible, este layaway no se puede actualizar"
1,200_invalid_payment_method,Seleccione un método de pago válido
1,200_on_acc_pay_ntfound,Pago de la cuenta no encontrado
1,200_cheque_num_cannot_blank,El número de cheque no puede estar en blanco
1,200_less_pay_amount,"Por favor, pague la cantidad total."
1,200_invoice_amount_exceed,La cantidad de la factura excede su límite de crédito disponible
1,200_order_num_cannot_blank,"Por favor, proporcione el número de orden."
1,200_invalid_order_num,Orden inválida
1,200_cashback_cntbe_greater_invoice,El reembolso no puede ser mayor que el saldo de la factura
1,200_cashback_cntbe_greater_amtpaid,El reembolso no puede ser mayor al monto pagado
1,200_an_error_occured,Ha ocurrido un error. ¡Inténtalo de nuevo!
1,200_online_amount_exceed,El monto en línea excede su cantidad de pago neto
1,200_invalid_rowid,ID de fila inválida
1,200_no_more_records,No más productos encontrados
1,200_no_order_history,No hay datos del historial de pedidos disponibles
1,200_po_number_blank,"Por favor, proporcione el número de pedido del cliente."
1,200_signee_name_blank,El nombre no puede estar en blanco
1,200_order_date_time_blank,Indique la fecha y la hora de la colocación del pedido
1,200_item_fr_invoice,Artículos por factura
1,200_reporttype_blank,Seleccione un tipo de informe
1,200_not_found,Extraviado
1,200_insufficientCredLim,Límite de crédito insuficiente. ¿Estás seguro de que quieres continuar?
1,200_already_checkin,"Ya te has registrado. Por favor, echa un vistazo."
1,200_checkin,Por favor, regístrese
1,200_invalid_ship_num,Número de envío / ubicación no válido
1,200_blank_ship_num,El número de envío no puede estar en blanco
1,200_blank_checkout_time,"Por favor, proporcione la hora de salida."
1,200_blank_mode,Proporcione el modo de operación (Check-In / Out)
1,200_invalid_mode,Modo de operación inválido
1,200_no_live_tracking_rec,No existe información
1,200_invalid_report_type,Tipo de informe no válido
1,200_server_timeout,Ha excedido el tiempo de espera. ¡Inténtalo de nuevo!
1,200_error_occur,Hubo un error. Inténtalo de nuevo.
1,LblOpenOrders,Ordenes Abiertas
1,LblPalletQty, Cantidad en Paletas
1,LblDateWanted, Fecha Deseada
1,LblOutofStock,Los siguientes productos no estan disponibles. Remuevalos del carrito para proceder.
1,LblCartUpdatedSuccessfully,La cantidad de products ha sido modificada exitosamente.
1,LblFreeBoxes,Cantidad Gratuíta
1,LblCustomersData,Información de Clientes
1,LblNoCategoriesFound,No se encontraron categorías.
1,LblNoItemsFound,No se encontraron productos.
1,LblNoProductInformation,No hay información disponible del producto.
1,LblNoDateWanted, "Por favor, entre la fecha deseada."
1,200_not_enough_qty_cart4,La cantidad disponible para este artículo es
1,200_not_enough_qty_cart5,y la cantidad entrada es
1,200_not_enough_qty_cart6,"por lo tanto,"
1,200_not_enough_qty_cart7,"artículos pasarán a orden de respaldo. ¿Desea proceder?" 
1,200_not_enough_qty_cart8,"La cantidad de productos es mayor que la cantidad disponible (sera procesado como orden de respaldo)"
1,LblNotOnline,Esta opción no está disponible sin conexión.
1,LblLocationSettings."Por favor, asegurese de tener los permisos de localización activados. Puede activarlos en los ajustes."
1,LblLoading,Cargando
1,200_max_order_qty,Cantidad de peido máxima para este artículo alcanzada. Se cantidad máxima para ordenar es:
